scene	Nc	Hc	full_histogram
VLzqgDo317F_region1	9	2.7094370204439886	"[62567. 25249.     0.     0. 11452.  8341.     0. 12006. 14288.     0.
     0.     0.     0. 19910.     0.     0.     0.     0.     0. 13445.
  1619.]"
VLzqgDo317F_region4	1	-0.0	"[   0. 3226.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.]"
VLzqgDo317F_region0	8	2.563313436887933	"[70522. 26296.     0.     0.  8795. 10617.     0. 16768. 13549.     0.
     0.     0.     0. 31469.     0.     0.     0.     0.     0.  5697.
     0.]"
VLzqgDo317F_region14	5	1.4381240458732385	"[76217. 13261.     0.     0.     0.     0.     0.     0.  5090.     0.
     0.     0.     0. 12940.     0.     0.     0.     0.     0.     0.
  2806.]"
VFuaQ6m2Qom_region9	7	1.9898327510206872	"[67022. 34036.     0. 11783.     0.     0.  1192. 22173.  4440.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1067.]"
VLzqgDo317F_region3	11	2.686716340576678	"[64259. 24502.     0.     0. 18625.  9725.   571. 13073.  3967.     0.
  1304.     0.     0. 28249.     0.     0.     0.     0.     0.  5448.
  3151.]"
VLzqgDo317F_region5	4	1.571400448175355	"[62618. 27739.     0.     0.     0.     0.     0. 38033.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1371.]"
VLzqgDo317F_region16	8	2.4151563936260425	"[27543. 29192.     0.     0.  1327.     0.  1360. 21197. 15367.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1587.
  7493.]"
VVfe2KiqLaN_region12	3	0.8984350781473833	"[  53.    0.    0.    0.    0.    0.    0. 3632.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 1254.]"
VLzqgDo317F_region8	11	2.8949490947462224	"[52539. 26346.  3614.     0.  5008. 11622.  5051. 17551. 13961.     0.
     0.     0.     0. 31071.     0.     0.     0.     0.     0.   942.
  6751.]"
VLzqgDo317F_region19	11	2.8331316846587833	"[48721. 27051.     0.  1859. 10302.  7231.  1702. 21116. 10255.     0.
     0.     0.     0. 33649.     0.     0.     0.     0.     0.  9648.
   328.]"
VVfe2KiqLaN_region10	5	2.042829266642955	"[20880.  3341.     0.     0.  8293.     0.     0.  4876.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 13871.]"
VFuaQ6m2Qom_region8	10	2.767830021702631	"[57475. 27357.     0.     0. 29677.     0.  8142. 13455.  5808.     0.
   724.     0.     0.  8206.     0.     0.     0.     0.     0.  4475.
 22272.]"
VVfe2KiqLaN_region11	4	1.9215077741307849	"[7789. 5120.    0.    0.    0.    0.    0.    0. 3218.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 7637.]"
VLzqgDo317F_region7	10	2.9046195743243555	"[49953. 23281.     0.     0. 20610.     0.  3909. 16603. 14410.     0.
     0.     0.  1931. 25795.     0.     0.     0.     0.     0.  2726.
 20763.]"
VVfe2KiqLaN_region2	6	1.9010292785686744	"[55691. 15588.     0.     0.     0.     0.     0. 12770.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  3410.     0.  1107.
 15038.]"
VVfe2KiqLaN_region7	2	0.9731619991521291	"[34562.     0.     0.     0.     0.     0.     0.     0. 23414.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
VVfe2KiqLaN_region0	9	2.391772163256226	"[27736. 18478.     0.  8645.   222.  6085.     0.  1500.     0.     0.
     0.     0.  2354.     0.     0.     0.     0.     0.     0.  3297.
 37559.]"
VLzqgDo317F_region9	11	2.8537680254484306	"[57882. 25819.     0.     0. 16044.  5229.  3677. 16586.  3615.     0.
  1259.     0.     0. 27807.     0.     0.     0.     0.     0.  5890.
 12006.]"
VLzqgDo317F_region2	7	2.4834992966605305	"[48347. 35658.     0.     0. 31315.     0. 10175.     0. 24684.     0.
  2306.     0.     0. 13304.     0.     0.     0.     0.     0.     0.
     0.]"
VVfe2KiqLaN_region1	10	2.777365519966226	"[31330. 19388.     0. 13163.  8083.     0.  6520.  7339.   765.     0.
     0.     0.     0. 58229.     0.     0.     0.     0.     0.  7530.
 16554.]"
VVfe2KiqLaN_region5	12	3.167861597146666	"[27744. 13635.     0.     0. 16140. 10544.  6650.  1800.  9379.     0.
 15505.     0.  7785. 23778.     0.     0.     0.     0.     0.  2017.
 45810.]"
VVfe2KiqLaN_region4	5	2.0514182187186574	"[38991. 22785.     0.     0.     0.     0.     0. 19316.  2694.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18482.]"
VLzqgDo317F_region12	7	2.0081229156160982	"[93886. 30581.     0.     0.     0.     0.     0. 35679.  1346.     0.
     0.     0.     0.  7388.     0.     0.     0.     0.     0.  1253.
 20991.]"
VLzqgDo317F_region6	8	2.8601733972199836	"[34329. 19432.     0.     0. 31233.     0.  5994. 33511. 13951.     0.
     0.     0.     0. 32198.     0.     0.     0.     0.     0.     0.
 21698.]"
VLzqgDo317F_region18	4	0.5578563967512584	"[56077.  2401.     0.     0.     0.     0.     0.   708.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2337.
     0.]"
Vvot9Ly1tCj_region1	7	2.486621350796281	"[50798. 19272.     0. 16794.  8490.     0.     0.     0. 20545.     0.
  4006.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 34937.]"
Vvot9Ly1tCj_region15	4	1.5988771934171757	"[40026.  7858.     0.     0.     0.     0.     0. 15550.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5868.]"
Vvot9Ly1tCj_region10	5	1.7143796271261227	"[70541. 37991.     0.     0.     0.     0.     0.  1534.  3429.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 45859.]"
VVfe2KiqLaN_region3	5	2.099056667893151	"[35516. 11022.     0.     0.     0.     0.     0. 24261.     0.     0.
  9783.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9423.]"
VVfe2KiqLaN_region9	3	1.0158594414237065	"[33083.  5298.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  4755.
     0.]"
Vvot9Ly1tCj_region16	5	1.6776801405781723	"[74377. 13633.     0.     0.     0.     0.     0. 22849.     0.     0.
  1119.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15988.]"
Vvot9Ly1tCj_region20	4	1.7689854735411936	"[34947.  8285.     0.     0.     0.     0.     0. 24472.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 10036.]"
Vvot9Ly1tCj_region12	6	1.8231335159445434	"[28919.  4837.     0.     0.     0.     0.     0.  3014.     0.     0.
  2939.     0.     0.     0.     0.     0.  3222.     0.     0.     0.
  3534.]"
Vvot9Ly1tCj_region17	10	2.8413482043439098	"[51944. 21165.     0.     0.  6920. 17412.     0.  8245.  4918.     0.
  3066.     0.     0. 15937.     0.     0.     0.     0.     0.  6985.
 37890.]"
VVfe2KiqLaN_region6	3	1.5030882275894462	"[12529. 28618.     0.     0.     0.     0.     0.     0. 27390.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
Vvot9Ly1tCj_region2	10	2.971111616742803	"[41244. 19835.     0. 22318.  4462.     0.  9208.  6927. 22320.     0.
  2296.     0.  9750.     0.     0.     0.     0.     0.     0.     0.
 22550.]"
Vvot9Ly1tCj_region21	5	1.8397234140263845	"[38868.  9390.     0.     0.     0.     0.     0. 10632.  2567.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9910.]"
Vvot9Ly1tCj_region11	5	1.8369849631344028	"[71930. 44737.     0.     0.     0.     0.     0.  4678.  5691.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 40114.]"
Vvot9Ly1tCj_region18	7	2.2708678961252193	"[34129. 24409.     0.     0.     0.     0.  6814.  1882. 14306.     0.
     0.     0.     0.  4791.     0.     0.     0.     0.     0.     0.
 52696.]"
Vvot9Ly1tCj_region19	10	2.7867075307003053	"[59912. 18167.     0.     0.  9497. 11870.     0. 11521. 13646.     0.
  2589.     0.  7739.     0.     0.     0.     0.     0.     0.  2708.
 21089.]"
Vvot9Ly1tCj_region13	11	2.7082064434913935	"[30996. 19448. 49901.     0.  4387.     0. 15371.     0.  2622.     0.
   629.  3903.     0.     0.  4430.     0.     0.  1118.     0.     0.
 24002.]"
VVfe2KiqLaN_region8	3	1.3670247422919979	"[37575.  9294.     0.     0.     0.     0.     0. 17465.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
Vvot9Ly1tCj_region25	13	2.7751755923409274	"[35442. 44193.  2347.  6050.  5172.  6874.  1339. 13901.  4619.     0.
   936.     0.     0.     0.     0.     0.     0.     0.  3073.   845.
 41609.]"
Vvot9Ly1tCj_region0	9	2.7211960683488523	"[44705. 14493.     0. 12665.  6067.     0.     0.  9022.  6622.     0.
     0.     0.     0.  7454.     0.     0.     0.     0.     0.  2146.
 17524.]"
Vvot9Ly1tCj_region29	4	1.35706468132542	"[39558.     0.     0.     0.     0.     0.     0.  2343. 11118.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5892.]"
Vvot9Ly1tCj_region22	5	1.5055471602336976	"[128312.  28566.      0.      0.      0.      0.      0.   7418.   2688.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.  33920.]"
Vvot9Ly1tCj_region9	1	-0.0	"[21855.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
Vvot9Ly1tCj_region27	4	1.2038898761055283	"[98079. 11227.     0.     0.     0.     0.     0. 12960.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8582.]"
Vvot9Ly1tCj_region14	7	2.4294487262888027	"[33981.     0.     0.     0. 24650. 14526.     0.  2998.  5941.     0.
     0.     0.     0. 20840.     0.     0.     0.     0.     0.     0.
 52215.]"
Vvot9Ly1tCj_region3	7	1.6558463065809708	"[86248. 12537.     0.     0.     0.     0.     0. 13850.     0.     0.
     0.  1072.     0.     0.     0.     0.  4005.  1033.     0.     0.
 12762.]"
Vvot9Ly1tCj_region7	4	1.1545837720019057	"[37140.  4787.     0.     0.     0.     0.     0.  2903.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  3766.]"
VzqfbhrpDEA_region0	7	2.5741639128176397	"[36403. 15262.     0.     0.     0.     0.     0.  7507. 22832.     0.
     0.     0.     0. 28120.     0.     0.     0.     0.     0. 51696.
 12207.]"
Vvot9Ly1tCj_region26	6	2.1521147738836723	"[68119. 14746.     0.     0.     0.     0.     0. 33204. 35850.     0.
  1387.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 16464.]"
VzqfbhrpDEA_region10	6	2.0160352695013435	"[36769. 29848.     0.     0.     0.     0.     0.  6384.  1403.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2762.
 20255.]"
Vvot9Ly1tCj_region5	8	2.0206469287469044	"[97127. 17252.     0.     0.     0.     0.     0.  8462. 17334.     0.
     0.     0.     0.     0.     0.     0.     0.   828.  8846.   839.
 22552.]"
Vvot9Ly1tCj_region8	3	0.8842893535471443	"[7438.  640.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 1116.]"
Vvot9Ly1tCj_region6	8	2.078883357543029	"[56828. 12834.     0.     0.     0.     0.     0. 17860.  3779.     0.
     0.  1359.     0.     0.     0.     0.  2943.   689.     0.     0.
 12994.]"
Vvot9Ly1tCj_region4	10	2.554247285990511	"[52169.  8034.  8370.     0.     0.     0.     0.  9406.  7197.     0.
  2758.  1663.     0.     0.     0.     0.     0.   861.     0. 15850.
  8886.]"
Vvot9Ly1tCj_region23	6	1.8948959364540485	"[75342. 13266.     0.     0.     0.     0.     0. 24561.  5556.     0.
  4020.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11787.]"
VzqfbhrpDEA_region15	9	2.110506831654346	"[56200.  9314.     0.     0.     0.     0.     0. 14275.  2931.     0.
   847.  2096.     0.     0.     0.     0.  4309.   880.     0.     0.
 11490.]"
VzqfbhrpDEA_region17	7	2.3347759114973057	"[43576. 16904. 25703.     0.     0.     0.     0. 14055.     0.     0.
     0.  4045.     0.     0.     0.     0.     0.   663.     0.     0.
 12735.]"
Vvot9Ly1tCj_region28	4	1.56799405966849	"[43269. 46371.     0.     0.     0.     0.     0.  5973.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8009.]"
VzqfbhrpDEA_region1	8	2.676631946876883	"[35902. 16347.     0. 18196.  7598.     0.     0. 11594.  2174.     0.
     0.     0.     0. 16460.     0.     0.     0.     0.     0.     0.
 39886.]"
VzqfbhrpDEA_region11	7	2.294470295336778	"[31107. 11945.     0.     0.     0.     0.     0.  3156.  3090.     0.
  3639.     0.     0.  5164.     0.     0.     0.     0.     0.     0.
 14263.]"
VzqfbhrpDEA_region19	5	2.0953177343619647	"[43643. 10370.     0.     0.     0.     0.     0. 23776. 27124.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8729.]"
VzqfbhrpDEA_region12	9	2.9407590540405186	"[20147. 16150.     0.     0. 31092.     0.  5670. 10656. 14532.     0.
     0.     0.     0. 17512.     0.     0.     0.     0.     0. 12123.
 45680.]"
VzqfbhrpDEA_region24	8	2.3356204321498986	"[49615. 14805.  6521.     0.  3800.     0.     0.  9201.  2212.     0.
     0.     0.  4101.     0.     0.     0.     0.     0.     0.     0.
 14387.]"
VzqfbhrpDEA_region14	11	3.045212014850291	"[25148. 14030.     0.     0.  8338.  5230.  6182.  1642. 22016.     0.
  1943.     0.     0. 21550.     0.     0.     0.     0.     0. 16123.
 37940.]"
VzqfbhrpDEA_region25	9	2.3284063842471387	"[36517.  7254.  4142.     0.     0.     0.     0. 10720.     0.     0.
   883.  1537.     0.     0.     0.     0.  3464.  1818.     0.     0.
  7018.]"
VzqfbhrpDEA_region29	8	2.000624492394195	"[25851. 16021.  2140.     0.     0.     0.     0.  2595.  1053.     0.
   445.     0.     0.     0.     0.     0.     0.     0.     0.   776.
 32277.]"
VzqfbhrpDEA_region2	14	3.1098931407095067	"[41059. 18219. 12445.     0.  2564.     0.     0.  8005. 11807.     0.
  1204.  6159.     0.  1357.     0. 15639.     0.   571.  8527.  1904.
 36923.]"
VzqfbhrpDEA_region26	6	2.2515066550715335	"[14297.  5847. 18789.     0.     0.     0.     0.  4864.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  1172.     0.     0.
  9476.]"
VzqfbhrpDEA_region18	6	2.015154990449092	"[69843. 30403.     0.     0.     0.     0.     0.  2377.  1126.     0.
     0.     0.     0. 55648.     0.     0.     0.     0.     0.     0.
 29220.]"
VzqfbhrpDEA_region16	9	2.967756320170198	"[14000. 11971.     0.     0. 19285.     0.     0. 21784. 17896.     0.
  1692.     0.  5760. 16471.     0.     0.     0.     0.     0.     0.
 25127.]"
VzqfbhrpDEA_region13	4	1.7931067267087553	"[81581. 20616.     0.     0.     0.     0.     0. 33300.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30930.]"
VzqfbhrpDEA_region3	4	1.791522775640169	"[ 6057.  5266.     0.     0.     0.     0.     0.  2093.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11254.]"
VzqfbhrpDEA_region27	8	2.867852470225694	"[19839. 18905.     0. 25537.  4023.     0.     0. 25037. 12307.     0.
     0.     0.     0. 21762.     0.     0.     0.     0.     0.     0.
 28840.]"
VzqfbhrpDEA_region30	7	2.4596665447235537	"[30333. 20235.     0.     0.     0.     0.     0. 10301.  5592.     0.
  2948.     0.     0. 23503.     0.     0.     0.     0.     0.     0.
 40671.]"
VzqfbhrpDEA_region20	8	1.957665028920863	"[102551.  17905.      0.      0.      0.      0.      0.  25261.   8070.
      0.      0.   4363.      0.      0.      0.      0.   3479.   1235.
      0.      0.  12044.]"
VzqfbhrpDEA_region23	11	2.988652728828342	"[51903. 14116. 30354.     0.  8427.     0. 13578. 12860.     0.     0.
  1017.  7350.     0.     0.     0.     0.     0.  1847.     0. 22046.
 18801.]"
VzqfbhrpDEA_region21	9	2.5461429304614285	"[54978. 16499. 10237.     0.     0.     0.     0. 21250. 29804.     0.
     0.  1062.     0.  3151.     0.     0.     0.   486.     0.     0.
 24776.]"
VzqfbhrpDEA_region32	8	2.1078503216835998	"[86594. 20035.  5137.     0.     0.     0.     0. 30435.     0.     0.
     0.  2282.     0.     0.     0.     0.  5625.  1219.     0.     0.
 19385.]"
VzqfbhrpDEA_region33	6	1.9234801399148225	"[62876. 27921.     0.     0.     0.     0.     0.  8730.  3533.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1711.
 53384.]"
VzqfbhrpDEA_region31	7	2.183539123509329	"[48709. 25251.     0.     0.     0.     0.     0.  8540.  4323.     0.
  3829.     0.     0.     0.     0.     0.     0.     0.     0.  2303.
 17913.]"
VzqfbhrpDEA_region44	4	1.4263080200844716	"[ 2504. 16020.     0.     0.     0.  2950.  2312.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
VzqfbhrpDEA_region40	8	2.1445512985236697	"[85834. 32259.     0.     0.     0. 15959.  3896.  4314.  2337.     0.
  2939.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 39268.]"
VzqfbhrpDEA_region22	6	1.6831430817921484	"[79839.  5595.     0.     0.     0.     0.     0.  2172. 16347.     0.
  1696.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 37099.]"
VzqfbhrpDEA_region45	5	1.8205197143709195	"[24232.  6052.     0.     0.     0.     0.     0.  5239.     0.     0.
   866.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11117.]"
VzqfbhrpDEA_region42	5	2.296306098722411	"[23789. 20526.     0.     0.     0.     0.     0.     0. 32464.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 29311.
 20497.]"
VzqfbhrpDEA_region41	3	1.3671511999103498	"[65297. 24273.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19262.]"
VzqfbhrpDEA_region39	9	2.15486065470804	"[62219. 10460.     0.     0.     0.     0.     0. 17396.  5688.     0.
     0.  3981.     0.     0.     0.     0.  3336.  1190.     0.  1063.
  8659.]"
VzqfbhrpDEA_region4	7	2.3333082386772186	"[38537.  8360. 14479.     0.     0.     0.     0. 11927.     0.     0.
     0.     0.     0.     0.     0.     0.  5264.     0.     0.  1357.
  9650.]"
VzqfbhrpDEA_region28	11	2.3665649529384796	"[37153.  7960.     0.     0.     0.     0.     0.  9613.  2149.     0.
   374.  1135.     0.  7038.     0.     0.     0.   413.  3668.   550.
  4033.]"
VzqfbhrpDEA_region35	7	2.250132060376146	"[49149. 14487.     0.     0.     0.     0.     0. 18971.  5039.     0.
   942.     0.     0. 17339.     0.     0.     0.     0.     0.     0.
  6615.]"
VzqfbhrpDEA_region43	4	1.7526500743358218	"[12633.  3734.     0.     0.     0.     0.     0.  2784.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  6032.]"
VzqfbhrpDEA_region46	7	2.460451330702666	"[ 8443. 34346.     0.     0. 18808.     0.  4673. 29405.     0.     0.
     0.     0.     0.  3611.     0.     0.     0.     0.     0.     0.
 30542.]"
VzqfbhrpDEA_region6	4	1.713139256441841	"[72896. 17134.     0.     0.     0.     0.     0. 31206.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 16623.]"
VzqfbhrpDEA_region37	5	1.9001097107526241	"[ 8930.  7979.     0.     0.     0.     0.     0.  9641.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 46304.
 12484.]"
VzqfbhrpDEA_region34	8	2.624736853500707	"[52032. 21973.     0.     0. 11331.     0.     0.  4498.  4442.     0.
 12939.     0.     0. 30911.     0.     0.     0.     0.     0.     0.
 22848.]"
VzqfbhrpDEA_region8	11	2.8609040485561765	"[26108. 17157. 28552.     0.  7741.     0.     0.  3101.  3451.     0.
     0.  8426.     0.   528.  3897.     0.     0.  2191.     0.     0.
 29045.]"
VzqfbhrpDEA_region38	8	2.444024928484779	"[44474. 27208.     0.     0.     0.  5734.     0.  7223. 16341.     0.
  1379.     0.     0.     0.     0.     0.     0.     0.     0. 14770.
 63843.]"
VzqfbhrpDEA_region5	6	1.4941087723186335	"[  4810.  11204. 122521.      0.      0.      0.      0.   9847.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.   3753.  23051.]"
VzqfbhrpDEA_region36	11	2.4219994151556516	"[74678. 16842.     0.     0.     0.     0.     0. 40153.  3389.     0.
   909.  4385.     0.  7613.     0.     0.  5731.  1135.     0.  1301.
 18453.]"
XcA2TqTSSAj_region15	6	2.349112266002345	"[18662. 18306.     0.     0.  7407.     0.     0.     0.     0.     0.
     0.     0.     0.  9456.     0.     0.     0.     0.     0.  1784.
 15807.]"
XcA2TqTSSAj_region1	7	2.1169226358851287	"[56949. 16790.     0.     0.     0.     0.     0. 13783.   947.     0.
     0.     0.     0.     0.     0.     0.  3258.  8610.     0.     0.
 12405.]"
XcA2TqTSSAj_region18	9	2.5865660698839235	"[27077.  8309.  5356.     0.     0.     0.  2684.     0.  5672.     0.
     0.  4231.     0.  2894.     0.     0.     0.   441.     0.     0.
  8707.]"
XcA2TqTSSAj_region14	5	1.890385271906854	"[52545. 19518.     0.     0.  7897.     0.  5450.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17042.]"
XcA2TqTSSAj_region13	8	2.6148073729077788	"[28867. 23382. 17932.     0.     0.     0.     0.     0. 11073.     0.
     0.     0.     0.  4243.  5862.     0.     0.  1647.     0.     0.
 31148.]"
XcA2TqTSSAj_region11	5	1.629189226584994	"[63749. 28428.     0.     0.     0.     0.     0.  6479.  1698.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11328.]"
XcA2TqTSSAj_region2	6	1.7990978368282864	"[62819. 24031.  3354.     0.     0.     0.     0.     0.     0.     0.
  1218.     0.  8607.     0.     0.     0.     0.     0.     0.     0.
 12206.]"
VzqfbhrpDEA_region9	7	1.5953624528399453	"[71840.   226.     0.     0.     0.     0.     0.  4549.  1411.     0.
  4346.     0.     0.  8366.     0.     0.     0.     0.     0.     0.
 19013.]"
VzqfbhrpDEA_region7	12	2.8998121781642068	"[32331. 13276.  2046.     0.  7586.  8265.  5181.  7196.  3392.     0.
   833.     0.     0. 10464.     0.     0.     0.     0.     0.  4866.
 45973.]"
XcA2TqTSSAj_region23	5	2.0080730866728294	"[27366. 22843.  9053.     0.     0.     0.     0.  1849.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14759.]"
XcA2TqTSSAj_region12	6	2.0066178311077554	"[42065. 41755.     0.     0.     0.     0.     0.  1967. 18361.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.   326.
 52111.]"
XcA2TqTSSAj_region24	2	0.9119553790653158	"[24217.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11773.]"
XcA2TqTSSAj_region21	5	2.11259676632542	"[25789. 21103.     0.     0.     0.     0.     0. 14408.     0.     0.
  4346.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9218.]"
XcA2TqTSSAj_region27	4	1.4645243865897597	"[60854. 11005.     0.     0.     0.     0.     0. 12081.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8578.]"
XcA2TqTSSAj_region25	5	1.482315198414006	"[57919.  8873.     0.     0.     0.     0.     0.  4075.     0.     0.
  2663.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11984.]"
XcA2TqTSSAj_region17	8	2.5494447324936704	"[28060. 62647.  3849.     0.  8599. 16595.     0.     0.     0.     0.
     0.  8682.     0.     0.     0.     0.     0.     0.     0. 11106.
 26614.]"
XcA2TqTSSAj_region16	3	0.7905560618311644	"[36733.  3275.     0.     0.     0.     0.     0.  3670.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
XcA2TqTSSAj_region0	7	2.397928876282513	"[47731. 25878.     0.     0. 31654.     0.     0.  5357.     0.     0.
     0.     0.     0.  7903.     0.     0.     0.     0.     0.  2929.
 30535.]"
XcA2TqTSSAj_region3	3	1.2265868988010618	"[21110.  2678.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9565.]"
XcA2TqTSSAj_region32	2	0.9685530710358592	"[11582.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7593.]"
XcA2TqTSSAj_region10	4	1.630212879998305	"[30815.  8929.     0.     0.     0.     0.     0.  8234.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5112.]"
XcA2TqTSSAj_region20	4	1.6868556963684997	"[40158.  9910.     0.     0.     0.     0.     0. 13014.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9136.]"
XcA2TqTSSAj_region28	3	0.9442058445780139	"[24185.   468.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9251.]"
XcA2TqTSSAj_region4	5	1.9773927202606112	"[53595. 27086.     0.     0.     0. 13115.  4718.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 20664.]"
XcA2TqTSSAj_region19	10	2.3269932365831885	"[73905. 20289.     0. 10073.  6271.     0.  2944.  5875.  3332.     0.
  2313.     0.     0.     0.     0.     0.     0.     0.     0.  2362.
 14632.]"
XcA2TqTSSAj_region26	5	1.7380884982826728	"[26572.  9186.     0.     0.     0.     0.     0.  5022.     0.     0.
   275.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8066.]"
YmJkqBEsHnH_region0	6	2.23728117107808	"[41901. 27615.     0.     0.     0.     0.   936.     0. 14757.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 56171.
 44480.]"
XcA2TqTSSAj_region6	9	2.3479461596436195	"[63378. 12175.  2040.     0.     0.     0.     0. 14176.  8447.     0.
     0.     0.     0.     0.     0.     0.  4040.  1850.  7023.     0.
 12140.]"
XcA2TqTSSAj_region30	4	1.1953558414786052	"[70991. 13095.     0.     0.     0.     0.     0.  3965.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7705.]"
YmJkqBEsHnH_region3	1	-0.0	"[1356.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.]"
XcA2TqTSSAj_region22	7	1.9749107313706504	"[60469. 31032.     0.     0.     0.     0.     0.     0.     0.     0.
   786.     0.     0.     0.     0.     0.  3705.  9471.     0.  1129.
 22644.]"
YmJkqBEsHnH_region2	3	1.3370445679097056	"[9122. 8677.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0. 1679.    0.]"
ZMojNkEp431_region16	2	0.9858150371789198	"[570. 430.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.]"
XcA2TqTSSAj_region9	8	2.5876046715545584	"[43375.  7651.     0.     0.     0.     0.     0. 11197.  8082.     0.
     0.     0.     0.     0.     0.     0.  5565.  4599. 15130.     0.
 12287.]"
