scene	Nb	Pn	H	base_histogram	unique_base_labels
scene0420_00	6	0.0	2.146426491494615	[78838 54279 32883 16299  2804 17294]	[0. 1. 4. 6. 7. 8.]
scene0683_00	4	0.1285600980604225	1.3784974341702438	[17933  1882  2905  3355]	[0. 1. 2. 7.]
scene0484_01	2	0.0	0.9868566738092265	[43201 32939]	[1. 5.]
scene0009_01	3	0.0698229347254417	1.306595893086606	[47203 26313  7799]	[0. 1. 7.]
scene0009_00	3	0.06070891633385292	1.1891724536709984	[53534 25492  5311]	[0. 1. 7.]
scene0041_00	6	0.0	2.013587465655073	[49087 82911 48370 23363  3469  1560]	[0. 1. 4. 6. 7. 8.]
scene0210_01	5	0.042372299366819126	1.9485526484324038	[12982  8365 16020  3463  1045]	[0. 1. 2. 7. 8.]
scene0009_02	3	0.06590342760555526	1.2935784557142402	[49553 27582  7672]	[0. 1. 7.]
scene0111_02	6	0.025117869712464307	2.1454207340913816	[61794 26656 22428 11358  3897 11470]	[0. 1. 2. 5. 6. 7.]
scene0546_00	3	0.348849104859335	1.22330739971347	[12337  2909  2883]	[0. 1. 2.]
scene0390_00	8	0.06694123703758181	2.2767705859370193	[28989 32858 46636  3605 11948  1825  2104  2999]	[ 0.  1.  2.  4.  6.  7.  8. 13.]
scene0210_00	5	0.1388307055905629	2.0176976900425347	[24694 11955 11936  4973  3397]	[0. 1. 2. 7. 8.]
scene0280_01	5	0.0	1.810873728361531	[67954 20302 18355  2689 16291]	[0. 1. 3. 7. 8.]
scene0214_00	5	0.10296680642559082	1.9572116168529907	[27260 11620  9091  6082  2771]	[0. 1. 2. 7. 8.]
scene0280_00	4	0.0	1.3721619689318116	[70653 15275 14354  4365]	[0. 1. 3. 8.]
scene0214_01	5	0.06692392826710807	1.981267592269236	[27919 15119 10699  6246  2809]	[0. 1. 2. 7. 8.]
scene0189_00	4	0.0	1.3383000934507392	[ 76293 190241  15310  13529]	[0. 1. 4. 6.]
scene0439_00	3	0.19249135517865965	1.4155071992313963	[11780 10086 28854]	[0. 1. 2.]
scene0439_01	3	0.18344913717055378	1.4905404599723329	[17189 12346 29501]	[0. 1. 2.]
scene0214_02	5	0.0762291622705212	1.9665734402277115	[28809 17648 10553  5341  3311]	[0. 1. 2. 7. 8.]
scene0122_00	6	0.0	2.1594775476712544	[27471 14515 14698  2995  4972  3038]	[0. 1. 4. 6. 7. 8.]
scene0122_01	6	0.0	2.114574526262402	[27697 15177 15147  2855  3968  2719]	[0. 1. 4. 6. 7. 8.]
scene0209_00	7	0.03672731977783422	2.3457900755675443	[65562 21081  6213 23868  7239  8101 20020]	[ 0.  1.  2.  3.  4.  7. 13.]
scene0209_01	6	0.04377076693154833	2.240619312851342	[56979 22618 24339  8496  4891 27640]	[ 0.  1.  3.  4.  7. 13.]
scene0302_01	5	0.0	2.098794403066794	[62031 26870 26243 14164 16061]	[0. 1. 4. 6. 8.]
scene0130_00	6	0.0	2.1617098143740843	[31695 26794 13223  4753  3969  5574]	[0. 1. 4. 6. 7. 8.]
scene0209_02	6	0.036586941276344445	2.380134099912855	[56356 25388 26832  8465 17629 25648]	[ 0.  1.  3.  4.  7. 13.]
scene0468_01	6	0.05608141414015362	2.0692898821301524	[46828 28236 16236  5775  5088  4375]	[0. 1. 3. 4. 7. 8.]
scene0601_01	6	0.022671114712857404	1.9103676065404465	[50634 36118  4837  8446  7638  2332]	[0. 1. 4. 6. 7. 8.]
scene0601_00	6	0.028551668216832415	1.8329229491423245	[49299 35051  5103  4690  5756  2865]	[0. 1. 4. 6. 7. 8.]
scene0468_00	6	0.0603638368246968	2.207502176556906	[41490 29331 17036  5351  4733 11474]	[0. 1. 3. 4. 7. 8.]
scene0468_02	6	0.06287410755066228	1.9751198834429817	[47566 29863 18513  5667  4770  1421]	[0. 1. 3. 4. 7. 8.]
scene0466_00	4	0.0	1.4678234545512696	[15317 78745 61894  3098]	[0. 1. 4. 6.]
scene0395_00	7	0.09927027049880352	2.4662143369165044	[39390 23616  8805  4980  8589  7026 21883]	[0. 1. 2. 4. 5. 7. 8.]
scene0219_00	2	0.0	0.9991930739645605	[15289 16347]	[1. 3.]
scene0110_00	6	0.05291985741183124	2.1272406417363676	[34113 24708 23815  4729  5644  2471]	[0. 1. 3. 4. 7. 8.]
scene0110_02	6	0.05180221261747096	2.0662952642376333	[33475 20723 18677  4242  3632  2145]	[0. 1. 3. 4. 7. 8.]
scene0395_02	7	0.09264906845988306	1.2883297595832874	[115558  15846   6570   3858   8227    360   1590]	[0. 1. 2. 4. 5. 7. 8.]
scene0156_00	5	0.0	2.0078434069768125	[52231 13778 26970 17259  6326]	[0. 1. 4. 6. 7.]
scene0110_01	6	0.051619410172216364	2.053871248747311	[38580 22876 14480  4391  3746  3534]	[0. 1. 3. 4. 7. 8.]
scene0466_01	4	0.0	1.3614352906495772	[10927 94175 53126  3393]	[0. 1. 4. 6.]
scene0395_01	7	0.10121491379933566	2.2850747510167815	[58888 25264  7396  5947  9096  5408 35729]	[0. 1. 2. 4. 5. 7. 8.]
scene0302_00	6	0.0	2.0967384733879584	[99527 40864 18900 17271 11831 13848]	[0. 1. 4. 6. 7. 8.]
scene0183_00	4	0.0	1.770986974531852	[4252  696 4683 2615]	[1. 4. 5. 6.]
scene0232_01	4	0.06035625134826959	1.5876570318086318	[25111  5808  6547  4149]	[0. 1. 2. 7.]
scene0232_00	4	0.06309242125844798	1.6581515626106544	[21558  5730  5754  4584]	[0. 1. 2. 7.]
scene0232_02	4	0.07227927983666399	1.664551618990984	[23596  6073  7101  4808]	[0. 1. 2. 7.]
scene0001_00	7	0.004588690789159218	2.3759273032239916	[16890 44017 13338 24318  9867  2480  4586]	[0. 1. 4. 5. 6. 7. 8.]
scene0570_00	3	0.23694587467035036	1.3062591500255367	[16021  5053  4098]	[0. 1. 7.]
scene0570_02	4	0.22811419913829836	1.5398220208971778	[16572  5517  1364  4345]	[0. 1. 2. 7.]
scene0570_01	3	0.2288056684759158	1.3681384298872832	[17614  6026  5640]	[0. 1. 7.]
scene0001_01	7	0.0	2.4982477869515964	[17648 38863 12698 24442  8279  5815  6240]	[0. 1. 4. 5. 6. 7. 8.]
scene0266_00	4	0.17565917469517003	1.890380005589277	[18998 47694 41612 21151]	[0. 1. 4. 6.]
scene0266_01	4	0.18016045845272205	1.9236087262091355	[26146 48606 37838 20519]	[0. 1. 4. 6.]
scene0327_00	6	0.04423047137177965	2.1901727062153418	[40985 21087 22382  7660  4145  6245]	[0. 1. 2. 5. 6. 7.]
scene0299_00	5	0.0	1.9741865486106949	[21242 42242  7015  7979 10981]	[0. 1. 4. 5. 6.]
scene0477_00	8	0.0597206375782289	2.2624563052501454	[101394  44221  12172  34557   6157   4294   9766   8456]	[0. 1. 2. 3. 4. 6. 7. 8.]
scene0299_01	5	0.0	2.009141170781679	[23626 42226  7052  8754 12970]	[0. 1. 4. 5. 6.]
scene0477_01	8	0.0467334830556766	2.3099923975640224	[98201 45868 10085 36968  5859  5751 11353  9844]	[0. 1. 2. 3. 4. 6. 7. 8.]
scene0373_01	6	0.0	1.9293030233697914	[23531 17554  5412  1249  2555  2438]	[0. 1. 4. 6. 7. 8.]
scene0228_00	1	0.0	-0.0	[49310]	[1.]
scene0373_00	6	0.0	1.903224148549244	[25990 26275  6756  2275  2006  2673]	[0. 1. 4. 6. 7. 8.]
scene0199_00	6	0.030308596620132255	2.151267627687847	[49030 47659 23343 12643  4798  6194]	[0. 1. 4. 5. 6. 8.]
scene0239_01	4	0.0313029331546964	1.875532056115111	[33840 25142 16190 10629]	[0. 1. 5. 6.]
scene0220_02	8	0.06001281685137328	2.6102959949703743	[61148 26396 26423  9756  1655 20800 10433 22417]	[ 0.  1.  2.  4.  6.  7.  8. 13.]
scene0464_00	5	0.211060173572067	2.126611913915888	[23963 29433 15991  6052  9765]	[0. 1. 4. 7. 8.]
scene0239_02	4	0.03162037816802149	1.5336814612365484	[54691 11779 16495  6107]	[0. 1. 5. 6.]
scene0220_00	8	0.047298684632659606	2.5056169154344037	[82215 31794 28807  9757  2483 18799 13260 17350]	[ 0.  1.  2.  4.  6.  7.  8. 13.]
scene0453_00	3	0.32499758016565494	1.0226494839178362	[ 2125 48293 18425]	[0. 1. 4.]
scene0239_00	4	0.02968596862116168	1.75345225592583	[52167 22400 21946  9133]	[0. 1. 5. 6.]
scene0220_01	8	0.050605964933120355	2.4619792760922214	[86286 30382 33412 10843  2336 17880  9264 18704]	[ 0.  1.  2.  4.  6.  7.  8. 13.]
scene0363_00	6	0.030212729727428635	2.1295677786537217	[57722 28032 14942 33415  7895  1921]	[0. 1. 4. 5. 6. 8.]
scene0241_01	6	0.07923672361164984	2.146512548465129	[36561 12322 17821  2314 10136  4640]	[0. 1. 2. 4. 7. 8.]
scene0241_02	6	0.07605133138748023	2.164172784720692	[36548 13199 19010  2426 10179  4911]	[0. 1. 2. 4. 7. 8.]
scene0241_00	6	0.0695173328373778	2.130185337420457	[39060 13291 17809  2455  9564  4918]	[0. 1. 2. 4. 7. 8.]
scene0622_00	3	0.0	1.161804071211258	[65314 17177 10426]	[1. 4. 6.]
scene0691_00	6	0.0	2.3118241683861287	[12451 28862 12125 12588  5501  3941]	[0. 1. 2. 4. 6. 7.]
scene0622_01	4	0.0	1.3508508590084334	[67968 18677  4121  9878]	[1. 4. 5. 6.]
scene0244_00	6	0.021622221463447947	2.142313160127529	[44357 26179  3386 13187 10129  6465]	[0. 1. 4. 5. 6. 7.]
scene0530_00	3	0.0	1.465535608045042	[61127 30642 24123]	[0. 1. 7.]
scene0244_01	6	0.028507192805594227	2.154033158651961	[50138 27673  3995 14389 10386  8733]	[0. 1. 4. 5. 6. 7.]
scene0082_00	4	0.0	1.551450492873685	[ 3114 44488 19057 11513]	[0. 1. 4. 6.]
scene0691_01	6	0.0	2.197303743099849	[15797 44292 32412 10514  3508  9431]	[0. 1. 2. 4. 6. 7.]
scene0631_00	5	0.10054724071998418	1.9276907440065485	[17603  9289  6835   628  5185]	[0. 1. 2. 7. 8.]
scene0250_00	5	0.08319380386436709	1.652601810780399	[39230  7441  8225  4214  3148]	[ 0.  1.  2.  7. 13.]
scene0188_00	7	0.0	2.1470048687741237	[55831 42564  3796 33874  8812  3127  3753]	[0. 1. 2. 4. 6. 7. 8.]
scene0250_01	4	0.15275041672980755	1.4498778764651095	[37767  8827  6376  4424]	[0. 1. 2. 7.]
scene0255_00	4	0.05521844660194175	1.8260932482278602	[18982  6495 12771  5508]	[0. 1. 2. 7.]
scene0265_01	4	0.2571884984025559	1.7539255989386353	[12362  4985  3452  3200]	[0. 1. 2. 7.]
scene0265_00	4	0.22877734998591417	1.7164815821691637	[14672  4461  3338  4666]	[0. 1. 2. 7.]
scene0501_00	4	0.19114401422786004	1.4125954040102977	[40137  8139  5168  5905]	[0. 1. 2. 7.]
scene0265_02	4	0.23773705101190767	1.669952172014085	[14529  4086  3130  3894]	[0. 1. 2. 7.]
scene0255_01	4	0.07021740887416147	1.8152722903159568	[17185  6873  6309  5268]	[0. 1. 2. 7.]
scene0250_02	4	0.12567600847165444	1.452944458932542	[38478  7282  7922  4655]	[0. 1. 2. 7.]
scene0501_02	4	0.18401805081697387	1.5058253620911537	[35666  8513  5101  6585]	[0. 1. 2. 7.]
scene0501_01	4	0.21732358809397775	1.4586241254440608	[38226  7967  5474  6284]	[0. 1. 2. 7.]
scene0255_02	4	0.0639327524231786	1.8550830477482987	[19847  9000  8278  6707]	[0. 1. 2. 7.]
scene0260_02	4	0.23950438278521058	1.6952201993634877	[13484  4648  3360  3036]	[0. 1. 2. 7.]
scene0260_00	4	0.22772684532204984	1.689369464227461	[14396  4981  3152  3548]	[0. 1. 2. 7.]
scene0061_00	6	0.0	2.1020943403062695	[24417 49616  4742 22088  1977 13651]	[ 0.  1.  4.  5.  6. 13.]
scene0061_01	6	0.0	2.1884357339133373	[25570 41764  3202 22231  3518 17076]	[0. 1. 4. 5. 6. 8.]
scene0260_01	4	0.23712402901005045	1.9237874933813064	[7617 5091 3601 3529]	[0. 1. 2. 7.]
scene0631_01	6	0.0	2.1156471957580445	[28861 25571  2505 35230  3485  7688]	[0. 1. 2. 3. 7. 8.]
scene0206_02	4	0.02248419355651276	1.7082064197106976	[30696 26104  6117  7733]	[0. 1. 4. 8.]
scene0047_00	7	0.11110629180148686	2.551394460474975	[15091 28145 19588  5720  5683  9056  6645]	[0. 1. 2. 4. 6. 7. 8.]
scene0206_01	5	0.0	1.864775959753728	[46988 25675  6883  5209 10369]	[0. 1. 4. 6. 8.]
scene0206_00	5	0.25255305923097415	1.9214574763713674	[40710 25678  6564  6849  8402]	[0. 1. 4. 6. 8.]
scene0320_02	4	0.3475264748069704	1.7442717292178487	[25955 37087 10657  7501]	[0. 1. 4. 8.]
scene0434_00	4	0.27373197483436335	1.6681201853476506	[10756  4437  2812  1713]	[0. 1. 2. 7.]
scene0434_02	4	0.27852567904163206	1.694436382823615	[9741 3994 2804 1668]	[0. 1. 2. 7.]
scene0320_01	5	0.28908338413919243	1.8886674829733427	[34322 40448 10290  8401  3841]	[0. 1. 4. 6. 8.]
scene0434_01	4	0.2866054023948761	1.6271388691918447	[11393  3595  2604  2005]	[0. 1. 2. 7.]
scene0631_02	5	0.0	1.9040596370362621	[32171 33199  6076  2584 14645]	[ 0.  3.  7.  8. 13.]
scene0320_03	4	0.38348675568885837	1.5963958119926516	[29677 43032 11874  3164]	[0. 1. 4. 8.]
scene0093_01	6	0.0	2.361076543287521	[19496 20910  3819 12572 12239  4631]	[0. 1. 2. 4. 6. 8.]
scene0243_00	5	0.04599112468941247	1.9896967007309367	[27811  8181 10764  5660  4766]	[0. 1. 3. 4. 7.]
scene0093_02	6	0.0	2.341552920148984	[15479 23770  2616 12141 10336  6517]	[0. 1. 2. 4. 6. 8.]
scene0093_00	6	0.0	2.3786218808140487	[24894 21621 12092 11910 10509  3211]	[0. 1. 2. 4. 6. 8.]
scene0109_00	3	0.0524210546955422	1.4293538708917013	[31816 14969 10702]	[0. 1. 2.]
scene0470_00	6	0.0	2.069979719713909	[24353 14939 15712  2572  2777  1924]	[0. 1. 4. 6. 7. 8.]
scene0109_01	3	0.05496867573990063	1.302729233765958	[32435 11317  7434]	[0. 1. 2.]
scene0058_00	7	0.05315510498848601	2.2843585759725524	[41011 23022 10266  8687  2025  3747  9216]	[0. 1. 2. 4. 6. 7. 8.]
scene0058_01	7	0.040384087424083136	2.2994589735363458	[48162 18676 11317  8399  1942  7960 10269]	[0. 1. 2. 4. 6. 7. 8.]
scene0453_01	3	0.389201201695543	1.0683616786547245	[ 4174 90488 41504]	[0. 1. 4.]
scene0004_00	5	0.0	1.9022609984093086	[ 2538 40668 20589  7117 36914]	[0. 1. 4. 6. 8.]
scene0470_01	6	0.0	2.2067024518540306	[25995 15523 17692  3418  3585  5061]	[0. 1. 4. 6. 7. 8.]
scene0320_00	5	0.26237639340135466	2.1135449547691496	[43345 57837 24715 16710 13289]	[0. 1. 4. 6. 8.]
scene0627_01	4	0.0	1.64410984772489	[ 2553 49889 48665 26538]	[0. 1. 4. 6.]
scene0036_00	5	0.0	1.986470093136117	[25050 24711 14394  6037  2492]	[0. 1. 5. 6. 8.]
scene0036_01	5	0.0	1.9684569419359594	[19821 23104 13988  5738  1444]	[0. 1. 5. 6. 8.]
scene0247_00	8	0.022809647924739287	2.742745128569268	[75151 72489 15771 38418 15502 19864 35694 21944]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0247_01	8	0.018051954667689066	2.802040112108415	[78056 69037 16379 33573 23459 20305 37804 33358]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0336_01	7	0.23514447537678795	2.415117233327787	[33377 29213  4755 14706  2603  6255 18677]	[0. 1. 2. 4. 6. 7. 8.]
scene0603_00	7	0.12243145689015597	2.548098887278133	[19786 39263  3982 27252 22188  8031 13012]	[0. 1. 2. 4. 5. 6. 8.]
scene0336_00	7	0.2014391241311508	2.3765486374844853	[35735 26463  4365 11366  3115  5242 23786]	[0. 1. 2. 4. 6. 7. 8.]
scene0603_01	7	0.12160212269633738	2.5476313813897065	[23589 38885  4673 21272 20336  6561 12577]	[0. 1. 2. 4. 5. 6. 8.]
scene0499_00	7	0.0	2.5467874312985814	[15809 15037  6088  2863  5143  3292  8424]	[0. 1. 4. 5. 6. 7. 8.]
scene0274_01	6	0.0	1.9999105214329846	[70167 26023 10896  6285 10555  8691]	[0. 1. 4. 6. 7. 8.]
scene0274_00	6	0.0	2.023523316829735	[76824 27335 11714  7630  7769 15904]	[0. 1. 4. 6. 7. 8.]
scene0272_01	5	0.2386556619794851	2.2407356993510845	[11522 16156 16256  5773 10767]	[ 0.  1.  2.  4. 13.]
scene0272_00	6	0.2570717338090694	2.281022418717232	[16067 17876  7651  8089   375 12737]	[ 0.  1.  2.  4.  6. 13.]
scene0137_00	6	0.04470721795522246	2.417833608503294	[46949 22455 26234  8324 17423 34203]	[ 0.  1.  3.  4.  7. 13.]
scene0137_01	7	0.05502671372764731	2.694562016045148	[32423 21326 26955  8031 15049 17081 30508]	[ 0.  1.  3.  4.  6.  7. 13.]
scene0290_00	3	0.0	1.5275726088669472	[100890  53213  61877]	[0. 1. 7.]
scene0270_02	8	0.039678224892419116	2.6845451486495384	[47178 29915 23814 22947 10174  1950  8597 22923]	[ 0.  1.  2.  3.  4.  6.  7. 13.]
scene0274_02	6	0.0	1.9024038304792479	[94044 25432 10542  7610  6205 22464]	[0. 1. 4. 6. 7. 8.]
scene0271_00	8	0.02503343255252146	2.2809231461736705	[60708 22559 10487 21921  3999   750  4369  8891]	[ 0.  1.  2.  3.  4.  7.  8. 13.]
scene0504_00	6	0.03056338028169014	2.047120039859854	[49698 29556  3423 14795  3942  9682]	[0. 1. 2. 3. 4. 5.]
scene0270_01	8	0.030733983521103077	2.575873568312972	[53729 30252 10357 26080  9029  1561 10657 16509]	[ 0.  1.  2.  3.  4.  6.  7. 13.]
scene0271_01	9	0.01348123484492056	2.231124284363149	[71778 21317  5733 15858  2068  2884  4800  5098  6777]	[ 0.  1.  2.  3.  4.  6.  7.  8. 13.]
scene0137_02	6	0.038194775924257955	2.424444360320453	[51512 20732 25345  8654 33990 34980]	[ 0.  1.  3.  4.  7. 13.]
scene0270_00	8	0.021280135766933432	2.6792863892759664	[47533 30209 27339 29450 10111  2262 10255 14460]	[ 0.  1.  2.  3.  4.  6.  7. 13.]
scene0289_01	6	0.0	2.275316699208114	[12961 12718 15987  4520  4954  1303]	[0. 1. 4. 6. 7. 8.]
scene0627_00	7	0.024217816691617898	2.372984802824509	[28699 80362 29095 56991 23403  3586  7556]	[0. 1. 2. 4. 6. 7. 8.]
scene0108_00	4	0.21590684637741137	1.608260071277987	[28348 17604  8241  2147]	[0. 1. 4. 7.]
scene0284_00	5	0.006933919369505911	2.1129956597218387	[28998 19559  9804  4850 23026]	[0. 1. 4. 6. 8.]
scene0289_00	6	0.0	2.2195193993988864	[23801 27245 26867  5179  9774  2069]	[0. 1. 4. 6. 7. 8.]
scene0698_01	8	0.03723200706471079	2.436907328007866	[58000 23241  6030 16613  3462  8111  5796 12869]	[ 0.  1.  2.  3.  4.  5.  7. 13.]
scene0698_00	8	0.04295817300840815	2.498075034019261	[54198 27090  7162 18969  3510  6515  6575 40747]	[ 0.  1.  2.  3.  4.  5.  7. 13.]
scene0369_00	6	0.060933108487914556	2.273872555733162	[37687 21116  7472  4805 10007 27089]	[0. 1. 2. 4. 7. 8.]
scene0116_00	4	0.205155448036876	1.4753241483319304	[18054 12446  1101  2849]	[0. 1. 2. 7.]
scene0369_02	6	0.0757625258095711	2.373565000617619	[29717 27550  9419  6795  9385 17061]	[0. 1. 2. 4. 7. 8.]
scene0545_00	7	0.15713989015553606	2.298059226152044	[25388 20274  9961  2501  4950  2097  4380]	[ 0.  1.  3.  4.  7.  8. 13.]
scene0545_02	7	0.17925703442414928	2.317492530655254	[23088 20644  8828  3016  5520  2127  3399]	[ 0.  1.  3.  4.  7.  8. 13.]
scene0369_01	6	0.05564463731141326	2.35133273628605	[44658 27217 11672  7873 12840 24262]	[0. 1. 2. 4. 7. 8.]
scene0545_01	7	0.1425183999014566	2.1397784534639888	[34346 18564 14836  2375  4036  1879  2845]	[ 0.  1.  3.  4.  7.  8. 13.]
scene0276_00	9	0.06948779278359536	2.393392533142228	[98370 43966 18034 17891  8387  7448  6170 15838  1376]	[0. 1. 2. 3. 4. 5. 6. 7. 8.]
scene0051_00	8	0.0633040111190547	2.1492557919201634	[62414 25348  1174  8329  3940  2278  6900 15057]	[0. 1. 2. 3. 4. 6. 7. 8.]
scene0286_03	6	0.0	2.2487326064369317	[46546 18070 16720  2179 13328 20693]	[0. 1. 3. 4. 7. 8.]
scene0116_01	3	0.20262213389493666	1.265263952559435	[23331 12678  3165]	[0. 1. 7.]
scene0245_00	4	0.0025131942699170647	1.8388646107373179	[33337 48011 57232 12870]	[0. 1. 4. 6.]
scene0286_02	6	0.0	2.2233924121984154	[50787 19209 16350  2067 13245 28114]	[0. 1. 3. 4. 7. 8.]
scene0116_02	3	0.18895738052628092	1.2407480792994279	[28586 16626  3261]	[0. 1. 7.]
scene0557_02	6	0.006087721871791111	2.1874613215943235	[25687 21141 21130  7094  3199  2544]	[ 0.  1.  3.  5.  7. 13.]
scene0557_00	6	0.0	2.267189531307888	[30347 23123 23960  5630  6806  5247]	[ 0.  1.  3.  5.  7. 13.]
scene0051_01	7	0.0685065141910617	2.116614393703626	[74437 30436  4932  9247  5259  9182 13016]	[0. 1. 2. 3. 4. 7. 8.]
scene0557_01	6	0.005656251158308314	2.186364995048649	[34604 23898 22886  8439  4313  3214]	[ 0.  1.  3.  5.  7. 13.]
scene0286_01	6	0.0	2.1321975326436156	[59737 21073 14800  2539 11349 19585]	[0. 1. 3. 4. 7. 8.]
scene0286_00	6	0.0	2.264999472336292	[49932 20362 15004  3308 15748 20036]	[0. 1. 3. 4. 7. 8.]
scene0051_02	7	0.07262944275846661	2.0607314156905536	[68260 24719  1559  8950  5863  8492 11835]	[0. 1. 2. 3. 4. 7. 8.]
scene0532_01	5	0.12202118270079435	1.6980046947788043	[17671  6609   455  8157  1211]	[0. 1. 2. 7. 8.]
scene0295_00	6	0.09856751716201738	2.280996099111727	[21737 10714 12143  2059  5860  5540]	[0. 1. 3. 4. 7. 8.]
scene0295_01	6	0.04873113675526082	2.246828296087044	[21540 14907  9500  2154  7286  3504]	[0. 1. 3. 4. 7. 8.]
scene0532_00	5	0.09274585410200947	1.796613493546219	[23716 11513  2498  7871  1312]	[0. 1. 2. 7. 8.]
scene0051_03	7	0.07574980678913264	2.001343100055525	[72058 25553  1481  8426  4828  9145 11156]	[0. 1. 2. 3. 4. 7. 8.]
scene0611_01	6	0.0	2.377168927462084	[23754 34259 20976  6687  7852 14468]	[0. 1. 4. 6. 7. 8.]
scene0688_00	6	0.016970033488920892	2.177688813573762	[27457 14622  2710  9559  2221 22175]	[ 0.  1.  2.  3.  7. 13.]
scene0276_01	9	0.04709617782834139	2.234684624418628	[142370  41048  20289  16989   6353   8734   9271  20442   2393]	[0. 1. 2. 3. 4. 5. 6. 7. 8.]
scene0637_00	4	0.0	1.7130755997365008	[16222 30635  8204  5558]	[0. 1. 4. 6.]
scene0611_00	6	0.0	2.4146983355845406	[31365 36165 17413  5576 18125 20491]	[0. 1. 4. 6. 7. 8.]
scene0031_02	5	0.05365909237270084	2.1619505898709774	[30274 52580 16192 39474 14579]	[0. 1. 4. 5. 6.]
scene0533_00	6	0.0	1.9043748889561534	[11063 52162  3814 13257  2868  8775]	[ 0.  1.  4.  5.  6. 13.]
scene0410_00	3	0.2421719068569589	0.9562760023142484	[21043  2645  3012]	[0. 1. 7.]
scene0410_01	3	0.25996498788042016	0.9811841310853124	[20911  3368  2577]	[0. 1. 7.]
scene0031_01	5	0.040030282151393745	2.174918993300283	[33489 54835 15444 43682 18933]	[0. 1. 4. 5. 6.]
scene0121_00	4	0.0	1.7631599498031492	[11392  5017  9342  1834]	[0. 1. 7. 8.]
scene0121_01	4	0.0	1.8107566699415194	[9553 5955 9087 1821]	[0. 1. 7. 8.]
scene0121_02	4	0.0	1.693594477005925	[13410  5405  8944  1338]	[0. 1. 7. 8.]
scene0031_00	5	0.03585208290216717	2.137358505873595	[44560 53590 13722 33642 15040]	[0. 1. 4. 5. 6.]
scene0638_00	3	0.0	0.7716118997476824	[92102 10450  6469]	[1. 4. 6.]
scene0596_01	4	0.0	1.4344475147096136	[58926 31886  4235  6870]	[0. 1. 7. 8.]
scene0197_01	6	0.052970519687615	2.040815625286323	[31568 12428  6898  4194  5077  2241]	[0. 1. 2. 6. 7. 8.]
scene0197_00	6	0.05261100922947419	2.050552774215386	[30178 12751  6635  3799  5278  2171]	[0. 1. 2. 6. 7. 8.]
scene0197_02	6	0.05492829123513418	1.9852231943787146	[31488 10259  6945  3272  5449  1783]	[0. 1. 2. 6. 7. 8.]
scene0296_00	10	0.024369714669845163	2.6824848455446206	[49778 29016  4199 18610  6699  7885  6835  5611   559  8779]	[ 0.  1.  2.  3.  4.  5.  6.  7.  8. 13.]
scene0596_00	5	0.0	1.3382210204948821	[108817  30919   5029   3741   8215]	[0. 1. 2. 7. 8.]
scene0596_02	4	0.0	1.1987000938580818	[98637 28816  3024  9011]	[0. 1. 7. 8.]
scene0533_01	6	0.013294825948482986	1.6828401447655352	[  6400 100246  17201  17077   6474   6436]	[0. 1. 4. 5. 6. 7.]
scene0013_01	3	0.0	1.3965649315873518	[11449 17990  4407]	[1. 4. 6.]
scene0013_00	3	0.0	1.2910014071936509	[29904 17544  4448]	[1. 4. 6.]
scene0296_01	10	0.03925035032526889	2.6108415681832624	[63826 34590  6792 19944  7650  8515  7760  7974   318  6209]	[ 0.  1.  2.  3.  4.  5.  6.  7.  8. 13.]
scene0294_01	9	0.015482158655263934	2.395143435428916	[93180 37333  5136 10352 12194 13461  9398  1706 16246]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0615_01	6	0.016363594983955027	2.1795709389529834	[37882 14935 10563  1991  7692 12931]	[0. 1. 3. 4. 7. 8.]
scene0615_00	7	0.0402994982191419	2.4347460989935463	[25423 15721 10826  1902 12628 15761  1151]	[ 0.  1.  3.  4.  7.  8. 13.]
scene0294_02	9	0.015724413379930104	2.3061118104075216	[101145  37302   3082   8137  13056  13401  13545   1999  12046]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0703_00	5	0.0	1.7846880394223472	[44959 53920  6184  9478  6538]	[0. 1. 4. 6. 7.]
scene0294_00	9	0.01864317797351689	2.253876557557039	[101535  36427   5473  10318  13372  13464   2667   1124  17364]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0297_00	7	0.005390254420008625	2.3019149067516715	[41031 37791  3313  7296 15522 14285  2788]	[0. 1. 2. 4. 5. 6. 8.]
scene0062_00	3	0.13181553962410386	1.3876458380261507	[22182  8339  7192]	[0. 1. 7.]
scene0094_00	4	0.1383230294482561	1.6579770541962304	[10856 17474 23342  1436]	[0. 1. 2. 8.]
scene0703_01	4	0.0	1.547277731870408	[58575 56194  6434 10464]	[0. 1. 4. 6.]
scene0013_02	4	0.0	1.4624290484974942	[ 1890 45281 31399  8210]	[0. 1. 4. 6.]
scene0062_01	3	0.12487681523214518	1.3910498806889382	[23178  8538  7797]	[0. 1. 7.]
scene0136_01	5	0.0	1.8698702912611602	[21647  6614  6652  1314  5220]	[0. 1. 2. 6. 7.]
scene0062_02	3	0.11752870380625392	1.4349837772288545	[22455  9749  8300]	[0. 1. 7.]
scene0318_00	3	0.0	1.2508667910816431	[18488 14238  2026]	[1. 4. 6.]
scene0136_00	5	0.0	1.8814915354833859	[24577 10989  6595  1834  4851]	[0. 1. 2. 6. 7.]
